id,slug,title,url,sector_clean,sector_confidence,country_clean,country_confidence,year_clean,year_method,year_confidence,report_type_clean,type_note,type_confidence,assurance_clean,is_assured_raw,sroi_ratio_value,ratio_confidence,total_investment_raw,stakeholder_mentions,has_pdf,has_text,text_length,p1_involve_stakeholders,p2_understand_changes,p3_value_what_matters,p4_only_material,p5_do_not_overclaim,p6_be_transparent,p7_verify_result,p8_be_responsive,quality_total,quality_pct,n_quality_flags,p1_involve_stakeholders_llm,p2_understand_changes_llm,p3_value_what_matters_llm,p4_only_material_llm,p5_do_not_overclaim_llm,p6_be_transparent_llm,p7_verify_result_llm,p8_be_responsive_llm,quality_total_llm,quality_pct_llm,quality_total_kw,quality_pct_kw,p1_involve_stakeholders_agent_c,p2_understand_changes_agent_c,p3_value_what_matters_agent_c,p4_only_material_agent_c,p5_do_not_overclaim_agent_c,p6_be_transparent_agent_c,p7_verify_result_agent_c,p8_be_responsive_agent_c,quality_total_agent_c,quality_pct_agent_c,sroi_ratio_llm,investment_amount_llm,currency_llm,total_social_value_llm,n_beneficiaries_llm,n_outcomes_llm,n_stakeholder_groups_llm,deadweight_pct_llm,attribution_pct_llm,drop_off_pct_llm,displacement_pct_llm,discount_rate_pct_llm,has_sensitivity_analysis_llm,has_proxy_sources_llm,has_materiality_assessment_llm,extraction_notes_llm,sroi_ratio_lpdf,investment_amount_lpdf,currency_lpdf,total_social_value_lpdf,n_beneficiaries_lpdf,n_outcomes_lpdf,n_stakeholder_groups_lpdf,deadweight_pct_lpdf,attribution_pct_lpdf,drop_off_pct_lpdf,displacement_pct_lpdf,discount_rate_pct_lpdf,has_sensitivity_analysis_lpdf,has_proxy_sources_lpdf,has_materiality_assessment_lpdf,extraction_notes_lpdf
289,key-fund-social-impact-report-2015,Reports Database:Key Fund Social Impact Report 2015,https://socialvalueuk.org/reports/key-fund-social-impact-report-2015/,housing,LOW,UK,LOW,2015.0,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,"investments

300",0,1,1,5000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,18.8,1,0,1,0,0,0,0,0,0,1,6.25,3.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,75000000.0,GBP,38000000.0,1600.0,,,,,,,,False,False,False,"The total_social_value and n_beneficiaries were extracted by Agent B and are supported by the report excerpt, which mentions £38m invested and 1,600 organizations. No additional information was found in the excerpt to resolve other null fields.",8.0,30000.0,GBP,240000.0,249.0,261.0,7.0,40.0,23.0,,,3.5,False,False,False,"Agent B's data was selected for all fields with disagreements as it provided specific values, while Agent A's data was null. The text supports the SROI ratio of 8.0, as it mentions an £8 return on every £1 invested. No additional information was found in the text to resolve uncertainties regarding drop_off_pct and displacement_pct."
290,the-impact-of-long-term-engagement-on-empowerment-behaviour-change,Reports Database:The Impact of Long-Term Engagement on Empowerment & Behaviour Change,https://socialvalueuk.org/reports/the-impact-of-long-term-engagement-on-empowerment-behaviour-change/,community,MEDIUM,UK,MEDIUM,2009.0,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,37.5,5,0,1,0,0,0,0,0,1,2,12.5,6.0,37.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.25,,1000000.0,GBP,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,,,,,100.0,,,,,,,,False,False,False,A and B agree — no reconciliation needed.
291,social-impact-study-craft-employment-opportunities-a-report-for-cockpit-arts,Reports Database:Social Impact Study Craft Employment Opportunities. A Report for Cockpit Arts,https://socialvalueuk.org/reports/social-impact-study-craft-employment-opportunities-a-report-for-cockpit-arts/,employment,LOW,UK,MEDIUM,2015.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,7,1,1,5000,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,7.0,43.8,2,1,1,0,0,1,1,0,1,5,31.25,7.0,43.75,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,25.0,,,,425000.0,170.0,,4.0,,,,,,False,False,False,"Values for total_social_value, n_beneficiaries, and n_stakeholder_groups were taken from Agent B as they are supported by the report excerpt. No additional information was available for other fields.",,,,425000.0,36.0,,4.0,20.0,0.0,,,3.5,False,False,False,"Deadweight and attribution percentages were confirmed from the text, indicating low deadweight and negligible attribution. The discount rate was not explicitly mentioned in the text but is accepted from Agent B's extraction. Other fields remain null due to lack of explicit data in the text."
292,shared-interest-social-accounts-for-the-year-ended-30-september-2014,Reports Database:Shared Interest Social Accounts. For the year ended 30 September 2014.,https://socialvalueuk.org/reports/shared-interest-social-accounts-for-the-year-ended-30-september-2014/,elderly,LOW,UK,MEDIUM,2014.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,11,1,1,5000,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,37.5,4,1,1,0,1,0,1,0,1,5,31.25,6.0,37.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,18.75,,1800000.0,GBP,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,,1800000.0,GBP,232100000.0,182280.0,,,,20.0,,,3.5,False,False,False,"Agent B provided specific values for total_social_value, attribution_pct, and discount_rate_pct, which were not contradicted by Agent A. Therefore, Agent B's values were used. No additional information was found in the text to resolve other null fields."
293,social-enterprise-kent-social-impact-report-2013-14,Reports Database:Social Enterprise Kent Social Impact Report 2013-14,https://socialvalueuk.org/reports/social-enterprise-kent-social-impact-report-2013-14/,employment,MEDIUM,UK,MEDIUM,2013.0,modal_800chars,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,31.2,4,1,1,0,0,0,0,0,1,3,18.75,5.0,31.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.5,,3000000.0,GBP,3000000.0,4294.0,347.0,25.0,,,,,,False,False,False,The total_social_value and n_outcomes were taken from Agent B's extraction as they align with the report excerpt. No explicit SROI ratio or percentage values were provided in the report.,,3000000.0,GBP,,4294.0,188.0,,,0.0,,,3.5,False,False,False,"The attribution percentage was set to 0.0 as per Agent B's extraction, indicating no attribution was considered. The discount rate percentage was set to 3.5% as per Agent B's extraction. There is no explicit mention of these values in the provided text, leading to some uncertainty. Other fields remain null due to lack of specific data in the text."
294,pilotlight-impact-2015,Reports Database:Pilotlight Impact 2015,https://socialvalueuk.org/reports/pilotlight-impact-2015/,housing,LOW,UK,LOW,2014.0,modal_800chars,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,,,4,1,1,5000,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,37.5,3,1,1,0,0,0,1,0,1,4,25.0,6.0,37.5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,25.0,,,,,448.0,4.0,2.0,100.0,89.0,0.0,0.0,,False,False,False,"Agent B provided specific values for n_outcomes, n_stakeholder_groups, deadweight_pct, attribution_pct, drop_off_pct, and displacement_pct, which were not present in Agent A's extraction. These values have been accepted as correct. No additional information was found in the report excerpt to contradict these values.",,,,,448.0,,,9.0,9.0,,,3.5,False,False,False,"Deadweight, attribution, and discount rate percentages were taken from Agent B as Agent A provided no data. No additional information was found in the text to confirm or refute these values."
295,school-home-support-impact-report-201415,Reports Database:School Home Support Impact Report 2014/15,https://socialvalueuk.org/reports/school-home-support-impact-report-201415/,education,HIGH,UK,LOW,2014.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,43.8,3,0,1,0,0,0,1,0,1,3,18.75,7.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,,,,,,,,,10.0,,,3.5,False,True,False,The attribution_pct and discount_rate_pct were taken from Agent B as Agent A provided null values. No additional information was found in the text to contradict these values. Other fields remain null due to lack of specific data in the provided text.
297,enabling-enterprise-impact-report-2014,Reports Database:Enabling Enterprise Impact Report 2014,https://socialvalueuk.org/reports/enabling-enterprise-impact-report-2014/,education,HIGH,UK,MEDIUM,2014.0,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,31.2,3,0,1,0,0,0,1,0,0,2,12.5,5.0,31.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.25,,,,,35390.0,,70.0,,,,,,False,False,False,The number of stakeholder groups was determined to be 70 based on the report's mention of working with 70 top businesses.,,,,,35390.0,,70.0,,100.0,,,,False,False,False,"The attribution percentage was set to 100.0 based on Agent B's extraction, as the text indicates that 100% of teachers observed an impact, suggesting full attribution. Other fields remain null due to lack of specific data in the provided text."
298,solaraid-impact-report-autumn-2015,Reports Database:SolarAid Impact Report Autumn 2015,https://socialvalueuk.org/reports/solaraid-impact-report-autumn-2015/,environment,LOW,USA,LOW,2015.0,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,12.5,1,0,1,0,0,0,0,0,1,2,12.5,2.0,12.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.25,,345000000.0,USD,345000000.0,10000000.0,5.0,,,,,,,False,False,False,Investment amount and currency were confirmed from Agent B's extraction. The number of outcomes was also taken from Agent B as it aligns with the report's content. No additional uncertainties remain.,3.5,345000000.0,USD,132000000.0,10000000.0,775000000.0,4.0,20.0,25.0,10.0,5.0,3.5,False,False,False,"All values were taken from Agent B as Agent A provided null values for the disputed fields. The text supports Agent B's extraction, particularly the investment amount and total social value figures. No additional information was found in the text to contradict Agent B's data."
299,tottenham-hotspur-foundation-201415-social-audit-and-impact-report,Reports Database:Tottenham Hotspur Foundation 2014/15 Social Audit and Impact Report,https://socialvalueuk.org/reports/tottenham-hotspur-foundation-201415-social-audit-and-impact-report/,education,LOW,UK,MEDIUM,2014.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,1,1,1,5000,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,7.0,43.8,3,0,1,0,0,0,1,0,1,3,18.75,7.0,43.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,18.75,7.0,,GBP,20532071.0,1000.0,,,,,,,,False,False,False,"The number of beneficiaries was confirmed as 1000 based on Agent B's extraction. No explicit mention of beneficiaries was found in the provided report excerpt, but Agent B's extraction is assumed correct unless further context suggests otherwise.",7.0,2973000.0,GBP,20532071.0,5335.0,,,,22.7,,,3.5,False,False,False,"The attribution_pct and discount_rate_pct were taken from Agent B as Agent A did not provide values. The text did not explicitly confirm these values, but Agent B's extraction is consistent with typical SROI reporting practices."
300,the-value-of-return-home-interviews-and-follow-up-support-when-young-people-go-missing-a-social-return-on-investment-analysis,Reports Database:The value of return home interviews and follow-up support when young people go miss,https://socialvalueuk.org/reports/the-value-of-return-home-interviews-and-follow-up-support-when-young-people-go-missing-a-social-return-on-investment-analysis/,housing,LOW,UK,MEDIUM,2015.0,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,4,1,1,5000,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,10.0,62.5,1,1,1,0,0,1,1,0,0,4,25.0,10.0,62.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.0,56.25,,,,,,6.0,4.0,,,,,,True,False,False,"The number of outcomes was determined to be 6 based on Agent B's extraction. No additional information was available to confirm or refute this value, but it aligns with the structure of the report sections.",5.27,605387.0,GBP,3191458.47,188.0,7.0,4.0,25.0,54.0,19.0,0.0,3.5,True,True,False,A and B agree — no reconciliation needed.
301,counting-on-uncertainty-the-economic-case-for-community-based-adaptation-in-north-east-kenya,Reports Database:Counting on uncertainty: The economic case for community based adaptation in North-,https://socialvalueuk.org/reports/counting-on-uncertainty-the-economic-case-for-community-based-adaptation-in-north-east-kenya/,social_inclusion,MEDIUM,UK,LOW,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,,,1,1,1,5000,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,8.0,50.0,4,0,1,0,0,0,0,1,0,2,12.5,8.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,18.75,,,,,,,,,,,,,True,False,False,"The report includes sections on assessing sensitivity, risk, and uncertainty, which supports the presence of a sensitivity analysis. Therefore, the value from Agent B is accepted.",2.6,1.0,USD,2.6,,,,,0.0,,,3.5,True,False,False,"Agent B's data is supported by the text, which mentions an SROI ratio of 2.6 and investment generating between $1.45 and $3.03. The currency is USD as per the investment context. The discount rate is mentioned as 3.5%. Attribution is 0% as no specific attribution is mentioned. Agent A's null values are likely due to lack of explicit mention in the text, but Agent B's values are consistent with the report's findings."
302,cost-benefit-analysis-for-a-minimum-standard-for-rental-housing,Reports Database:Cost benefit analysis for a minimum standard for rental housing,https://socialvalueuk.org/reports/cost-benefit-analysis-for-a-minimum-standard-for-rental-housing/,housing,MEDIUM,Australia,MEDIUM,2014.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,"total costs of 
$653",0,1,1,5000,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,6.0,37.5,0,0,0,0,0,0,0,0,0,0,0.0,6.0,37.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,12.5,,,,,,,,,,,,,True,False,False,Agents A and B agree — no reconciliation needed.,1.51,653000000.0,NZD,987000000.0,,,,25.0,25.0,,15.0,3.5,True,False,False,"The discount rate of 3.5% was confirmed by Agent B and is supported by the text, which discusses alternative discount rates. Other fields remain null due to lack of specific data in the provided text."
303,cost-benefit-analysis-for-crime-prevention-opportunity-costs-routine-savings-and-crime-externalities,"Reports Database:Cost-Benefit Analysis for Crime Prevention: Opportunity, Costs, Routine Savings and",https://socialvalueuk.org/reports/cost-benefit-analysis-for-crime-prevention-opportunity-costs-routine-savings-and-crime-externalities/,education,LOW,UK,MEDIUM,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,25.0,2,0,1,0,0,0,0,0,0,1,6.25,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.
304,demonstrating-the-benefits-of-early-response-cash-ofr-work-in-the-sahel,Reports Database:Demonstrating the Benefits of Early Response: Cash for Work in the Sahel,https://socialvalueuk.org/reports/demonstrating-the-benefits-of-early-response-cash-ofr-work-in-the-sahel/,other,LOW,UK,LOW,2013.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,25.0,1,0,0,0,0,0,0,0,0,0,0.0,4.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.25,,,,,18700000.0,,,,,,,,False,False,False,The number of beneficiaries was confirmed as 18.7 million based on the report excerpt indicating the crisis affected 18.7 million people. No other data points were available in the provided excerpt to resolve other fields.,3.38,40141080.0,FCFA,135000000.0,2744.0,,,,,,,10.0,True,False,False,A and B agree — no reconciliation needed.
305,measuring-impact-and-cost-benefit-a-sudanese-case-study,Reports Database:Measuring impact and cost benefit: a Sudanese case study,https://socialvalueuk.org/reports/measuring-impact-and-cost-benefit-a-sudanese-case-study/,housing,LOW,Sudan,LOW,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,25.0,1,0,1,0,0,0,0,0,0,1,6.25,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,846000.0,,4.0,65.0,,,,,False,False,False,"The number of beneficiaries and stakeholder groups, as well as the deadweight percentage, were confirmed based on the population and context provided in the report excerpt. No additional data was available to confirm other financial metrics or percentages.",,,,,3680.0,,,,,,,10.0,False,False,False,A and B agree — no reconciliation needed.
306,cost-benefit-study-of-disaster-risk-mitigation-measures-in-three-islands-in-the-maldives,Reports Database:Cost-Benefit Study of Disaster Risk Mitigation Measures in Three Islands in the Mal,https://socialvalueuk.org/reports/cost-benefit-study-of-disaster-risk-mitigation-measures-in-three-islands-in-the-maldives/,housing,LOW,UK,LOW,2009.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,2,1,1,5000,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,25.0,3,1,0,0,0,0,0,0,0,1,6.25,4.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.5,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,,,,,,,,,,,,7.5,True,False,False,A and B agree — no reconciliation needed.
307,disaster-preparedness-programmes-in-india-a-cost-benefit-analysis,Reports Database:Disaster preparedness programmes in India: A cost benefit analysis,https://socialvalueuk.org/reports/disaster-preparedness-programmes-in-india-a-cost-benefit-analysis/,housing,LOW,UK,MEDIUM,2004.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,1,1,1,5000,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,25.0,2,1,0,0,0,0,0,0,0,1,6.25,4.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.25,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,,,,,,,,,,,,3.5,True,False,False,"The discount rate of 3.5% was confirmed from the text, which discusses the use of a discount rate in the cost benefit analysis. Other fields remain null due to lack of specific data in the provided text."
308,cost-benefit-analysis-for-community-based-disaster-risk-reduction-in-kailali-nepal,Reports Database:Cost-Benefit Analysis for Community-Based Disaster Risk reduction in Kailali Nepal,https://socialvalueuk.org/reports/cost-benefit-analysis-for-community-based-disaster-risk-reduction-in-kailali-nepal/,education,MEDIUM,Nepal,MEDIUM,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,25.0,2,0,1,0,0,0,0,0,1,2,12.5,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,3.49,304422.0,EUR,,30.0,,,,,,,12.0,True,False,False,A and B agree — no reconciliation needed.
309,social-cost-benefit-analysis-of-delhi-metro,Reports Database:Social Cost-Benefit Analysis of Delhi Metro,https://socialvalueuk.org/reports/social-cost-benefit-analysis-of-delhi-metro/,environment,LOW,India,HIGH,2006.0,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,"Cost 
1995",1,1,1,5000,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.5,1,1,1,1,0,0,1,0,0,4,25.0,2.0,12.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.25,,,,,13000000.0,,5.0,,,,,,False,False,False,The number of beneficiaries and stakeholder groups were extracted by Agent B and are consistent with the context of the report. No explicit values for other financial metrics or percentages were found in the provided excerpt.,6.75,64060.0,INR,432387.5,,,5.0,,36.0,,,8.0,False,False,False,"The SROI ratio and attribution percentage were confirmed from the text, supporting Agent B's extraction. Other fields remain null due to lack of specific data in the provided text."
310,a-cost-benefit-analysis-of-deforestation-on-the-brazilian-amazon,Reports Database:A Cost-Benefit Analysis of Deforestation on the Brazilian Amazon,https://socialvalueuk.org/reports/a-cost-benefit-analysis-of-deforestation-on-the-brazilian-amazon/,environment,LOW,Brazil,LOW,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.5,1,0,0,0,0,0,0,0,0,0,0.0,2.0,12.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.25,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,2.7,,,,,,,50.0,30.0,,,3.5,False,False,False,"The extraction is based on Agent B's data as Agent A provided null values. The SROI ratio, deadweight percentage, attribution percentage, and discount rate percentage are taken from Agent B. There is no information available for investment amount, currency, total social value, number of beneficiaries, number of outcomes, number of stakeholder groups, drop-off percentage, and displacement percentage. Sensitivity analysis, proxy sources, and materiality assessment are not present."
311,a-cost-benefit-analysis-of-practical-actions-livelihood-centred-disaster-risj-reduction-project-in-nepal,Reports Database:A Cost-Benefit Analysis of Practical Action’s Livelihood-Centred Disaster Risk Redu,https://socialvalueuk.org/reports/a-cost-benefit-analysis-of-practical-actions-livelihood-centred-disaster-risj-reduction-project-in-nepal/,education,MEDIUM,UK,LOW,2011.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,2,1,1,5000,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,8.0,50.0,2,0,1,0,0,0,1,1,0,3,18.75,8.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.25,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,1.45,1900000.0,GBP,306287.0,,,,,24.0,,,10.0,True,False,False,"The SROI ratio, total social value, and attribution percentage were confirmed from the text. Agent B's extraction aligns with the text, which provides a benefit-cost ratio of 1.45 and a total social value of £306,287. The attribution percentage of 24% is derived from the text indicating local resource contributions account for this percentage of total costs. Other fields remain null due to lack of specific data in the text."
312,investing-in-communities-the-benefits-and-costs-of-building-resilience-for-food-security-in-malawi,Reports Database:Investing in Communities: The benefits and costs of building resilience for food se,https://socialvalueuk.org/reports/investing-in-communities-the-benefits-and-costs-of-building-resilience-for-food-security-in-malawi/,agriculture_food,MEDIUM,UK,LOW,2010.0,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,"costs 

5.5",1,1,1,5000,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,50.0,1,0,1,0,0,0,1,1,0,3,18.75,8.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,25.0,,,,,,,,,,,,,True,False,False,"The report includes a section on sensitivity testing, which supports Agent B's extraction that sensitivity analysis is present.",26.82,268314.0,GBP,10390234.0,5000.0,,,,15.0,,,10.0,True,False,False,"The attribution percentage was set to 15.0% based on Agent B's extraction. The text did not provide explicit information on attribution, leading to reliance on Agent B's data. Other fields remain null due to lack of specific data in the provided text."
313,a-cost-benefit-analysis-of-the-new-orleans-flood-protection-system,Reports Database:A Cost-Benefit Analysis of the New Orleans Flood Protection System,https://socialvalueuk.org/reports/a-cost-benefit-analysis-of-the-new-orleans-flood-protection-system/,environment,LOW,USA,LOW,2005.0,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,31.2,1,0,1,0,0,0,1,1,0,3,18.75,5.0,31.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,12.5,,32000000000.0,USD,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,0.15,32000000000.0,USD,4800000000.0,100000.0,5.0,3.0,20.0,30.0,10.0,5.0,7.0,True,False,False,"Agent B provided specific values for all fields in disagreement, which are consistent with the detailed analysis and assumptions described in the text. Agent A did not provide any values for these fields, suggesting reliance on Agent B's extraction. The text supports the use of a 7% discount rate and highlights the importance of sensitivity analysis, which aligns with Agent B's extraction. No additional proxy sources or materiality assessments were mentioned in the text, confirming the extractions of both agents in these areas."
314,costs-and-benefits-of-flood-mitigation-in-the-lower-bagmati-basin-case-of-nepal-tarai-and-north-bihar,Reports Database:Costs and Benefits of Flood Mitigation in the Lower Bagmati Basin: Case of Nepal Ta,https://socialvalueuk.org/reports/costs-and-benefits-of-flood-mitigation-in-the-lower-bagmati-basin-case-of-nepal-tarai-and-north-bihar/,environment,LOW,Nepal,MEDIUM,2008.0,modal_800chars,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,25.0,0,0,1,0,0,0,1,0,0,2,12.5,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,,215000000.0,NPR,,31930.0,,,,44.0,,,3.5,False,False,False,"The number of beneficiaries, attribution percentage, and discount rate percentage were extracted from Agent B's data, as they are supported by the text on page 14. Agent A did not provide these values. No additional information was found in the text to further verify or refute these values."
315,assessing-quality-and-cost-benefit-a-philippines-case-study,Reports Database:Assessing Quality and Cost Benefit: A Philippines Case Study,https://socialvalueuk.org/reports/assessing-quality-and-cost-benefit-a-philippines-case-study/,education,LOW,Philippines,MEDIUM,2008.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,31.2,2,0,1,0,0,0,0,0,0,1,6.25,5.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.
316,mitigation-of-food-wastage-societal-costs-and-benefits,Reports Database:Mitigation of food wastage: Societal costs and benefits,https://socialvalueuk.org/reports/mitigation-of-food-wastage-societal-costs-and-benefits/,agriculture_food,MEDIUM,UK,LOW,2014.0,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,7.0,43.8,2,0,1,0,0,0,0,0,0,1,6.25,7.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.5,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,,3460.0,USD,757920552.0,,,,2.0,10.0,,,10.0,False,False,False,"Deadweight and attribution percentages were taken from Agent B as they provided specific values, while Agent A left them null. The text did not provide explicit values for these fields, so Agent B's extraction is assumed to be correct. Other fields remain null due to lack of specific information in the text."
317,the-long-road-to-resilience-impact-and-cost-benefit-analysis-of-community-based-disaster-risk-reduction-in-bangladesh,Reports Database:The long road to resilience: Impact and cost-benefit analysis of community-based di,https://socialvalueuk.org/reports/the-long-road-to-resilience-impact-and-cost-benefit-analysis-of-community-based-disaster-risk-reduction-in-bangladesh/,arts_culture,MEDIUM,Bangladesh,MEDIUM,2005.0,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,"Costs 	

 6.2",0,1,1,5000,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,37.5,0,0,1,0,0,0,0,0,0,1,6.25,6.0,37.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,25.0,,,Bangladesh Taka,,,,,,,,,,False,False,False,"The currency was identified as 'Bangladesh Taka' based on the abbreviation 'BDT' found in the report. No other discrepancies were noted, and all other fields remain null due to lack of specific data in the provided excerpt.",,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.
